year,category,signed,filename,path,relative_path,size_bytes,modified,sha256,pages,text_chars,page_text_chars,extract_error
2026,respuesta_inspeccion_recepcion,False,GF-EIM-IT-0025-2026-Visita 1 A.A. Suc. Turrialba.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2026\Informes TEC 2026 PDF\GF-EIM-IT-0025-2026-Visita 1 A.A. Suc. Turrialba.pdf,2026\Informes TEC 2026 PDF\GF-EIM-IT-0025-2026-Visita 1 A.A. Suc. Turrialba.pdf,343734,1778098380.0,7a79189e6daad6bccd12e1944bb3c424a702128cce30dc5476d585eeb6b958cc,2,4392,"[2411, 1972]",
2026,respuesta_inspeccion_recepcion,False,GF-EIM-N-0005-2026-Respuesta A.A. Santa Cruz.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2026\Notas 2026 PDF\GF-EIM-N-0005-2026-Respuesta A.A. Santa Cruz.pdf,2026\Notas 2026 PDF\GF-EIM-N-0005-2026-Respuesta A.A. Santa Cruz.pdf,362113,1768512798.0,7ef7cdf92db2780b8f65c8c4e00cdfb8287a4a91030bec0a7c9c22bfdd74ebc4,4,8974,"[2323, 2906, 2986, 735]",
2026,especificacion_compra_instalacion,False,GF-EIM-N-0032-2026 -Nota aclaratoria a Esp. Tec. Puriscal.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2026\Notas 2026 PDF\GF-EIM-N-0032-2026 -Nota aclaratoria a Esp. Tec. Puriscal.pdf,2026\Notas 2026 PDF\GF-EIM-N-0032-2026 -Nota aclaratoria a Esp. Tec. Puriscal.pdf,322193,1773879424.0,794796b2e3ba62e687d31fe19e99decd0311f5ad870ffbf71b37660dd09836b1,2,4925,"[2158, 2757]",
2025,especificacion_compra_instalacion,True,GF-EIM-IT-0019-2025---Esp. Tec. Aires Acondicionados-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2025\Informes TEC 2025 PDF\GF-EIM-IT-0019-2025---Esp. Tec. Aires Acondicionados-firmado.pdf,2025\Informes TEC 2025 PDF\GF-EIM-IT-0019-2025---Esp. Tec. Aires Acondicionados-firmado.pdf,532404,1748893567.0,fe94110d8e9acd359a979b3545e26c2ee814d9f51f13365592999e85e489c732,22,76004,"[3249, 4008, 3189, 3817, 3446, 3727, 2775, 3215, 3735, 3195, 3457, 3837, 3893, 4122, 3871, 3642, 3633, 3921, 3513, 2848, 2964, 1878]",
2025,especificacion_compra_instalacion,True,GF-EIM-IT-0031-2025---Esp. Tec. Aires Acondicionados-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2025\Informes TEC 2025 PDF\GF-EIM-IT-0031-2025---Esp. Tec. Aires Acondicionados-firmado.pdf,2025\Informes TEC 2025 PDF\GF-EIM-IT-0031-2025---Esp. Tec. Aires Acondicionados-firmado.pdf,585227,1755640551.0,12a14a6ec0425ab3ed29fdeaf3b41aff8938ed0ae742a0a36c78add44bad2551,23,78511,"[3251, 4008, 3189, 3817, 3446, 3727, 2675, 3054, 3640, 3011, 3376, 3706, 3875, 4082, 3813, 3786, 3465, 3992, 3290, 3446, 2245, 2883, 2659]",
2024,especificacion_compra_instalacion,True,GF-EIM-IT-0024-2024---Esp. Tec. Aires Acondicionados-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2024\Informes TEC 2024 PDF\GF-EIM-IT-0024-2024---Esp. Tec. Aires Acondicionados-firmado.pdf,2024\Informes TEC 2024 PDF\GF-EIM-IT-0024-2024---Esp. Tec. Aires Acondicionados-firmado.pdf,540101,1716322508.0,65fb7dd33d5d0fbd6938ff5e792d2fb0476186261fbcc3c44f5690abe2af1948,22,74749,"[3249, 4009, 3391, 3698, 3343, 3686, 2772, 3103, 3736, 3195, 3457, 3837, 3894, 4122, 3871, 3642, 3633, 3921, 3138, 2626, 2179, 2182]",
2024,especificacion_compra_instalacion,True,GF-EIM-IT-0053-2024---Esp. Tec. Aires Acondicionados-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2024\Informes TEC 2024 PDF\GF-EIM-IT-0053-2024---Esp. Tec. Aires Acondicionados-firmado.pdf,2024\Informes TEC 2024 PDF\GF-EIM-IT-0053-2024---Esp. Tec. Aires Acondicionados-firmado.pdf,516602,1727988061.0,04b62e7cbbcfa89786e03853191f19b7cc78336bedc0d254867384d9e91f01ae,22,74976,"[3255, 4010, 3391, 3698, 3343, 3686, 2772, 3105, 3735, 3195, 3457, 3837, 3894, 4122, 3871, 3642, 3633, 3921, 3150, 2707, 2742, 1741]",
2024,especificacion_compra_instalacion,False,GF-EIM-IT-0024-2024---Esp. Tec. Aires Acondicionados.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2024\Informes TEC 2024 PDF\GF-EIM-IT-0024-2024---Esp. Tec. Aires Acondicionados.pdf,2024\Informes TEC 2024 PDF\GF-EIM-IT-0024-2024---Esp. Tec. Aires Acondicionados.pdf,465603,1716500257.0,6260822e6c4e93309da05eb66d68ba416db97ff081dd417d7cfd683939a31039,22,74749,"[3249, 4009, 3391, 3698, 3343, 3686, 2772, 3103, 3736, 3195, 3457, 3837, 3894, 4122, 3871, 3642, 3633, 3921, 3138, 2626, 2179, 2182]",
2023,especificacion_compra_instalacion,True,GF-EIM-IT-0001-2023---Esp._Tec._AA_Norte-Firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2023\Informes TEC 2023 PDF\GF-EIM-IT-0001-2023---Esp._Tec._AA_Norte-Firmado.pdf,2023\Informes TEC 2023 PDF\GF-EIM-IT-0001-2023---Esp._Tec._AA_Norte-Firmado.pdf,1194085,1675203027.0,30e26fae467b799d81855e240dcc3283ea5faef5f5dcfd79b015b2a841a0c321,28,71247,"[2607, 3899, 3243, 3932, 3557, 3328, 3155, 3824, 3900, 4151, 3780, 3617, 3457, 4024, 3325, 2462, 2207, 2166, 2076, 509, 599, 411, 524, 380, 443, 3204, 1918, 469]",
2023,especificacion_mantenimiento,True,GF-EIM-IT-0011-2023-Esp Téc Mante AA Central 17-05-2023-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2023\Informes TEC 2023 PDF\GF-EIM-IT-0011-2023-Esp Téc Mante AA Central 17-05-2023-firmado.pdf,2023\Informes TEC 2023 PDF\GF-EIM-IT-0011-2023-Esp Téc Mante AA Central 17-05-2023-firmado.pdf,686808,1684763446.0,a38d56218ebd3eb3f2174cf07bb43dc32785cfddc1f1c0a711657594d9306daa,26,77550,"[2322, 3413, 3000, 3508, 3199, 3677, 3874, 3689, 4167, 3526, 3774, 3730, 3516, 3723, 3292, 2846, 2285, 2130, 666, 2507, 1057, 3637, 2907, 1778, 3176, 1242]",
2023,especificacion_mantenimiento,True,GF-EIM-IT-0020-2023-Esp Téc Mante AA Central 19-06-2023-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2023\Informes TEC 2023 PDF\GF-EIM-IT-0020-2023-Esp Téc Mante AA Central 19-06-2023-firmado.pdf,2023\Informes TEC 2023 PDF\GF-EIM-IT-0020-2023-Esp Téc Mante AA Central 19-06-2023-firmado.pdf,688091,1687213974.0,b26216391706e2bb1b4866c454e7c907b624354ec8da57e5f8895354cbbcb641,26,78029,"[2328, 3482, 3147, 3342, 3228, 3774, 3767, 3756, 4032, 3647, 3729, 3568, 3558, 3642, 3604, 2306, 3110, 2130, 666, 2507, 1057, 3637, 2907, 1778, 3176, 1242]",
2023,especificacion_compra_instalacion,True,GF-EIM-IT-0023-2023---Esp. Tec. AA Chorotega-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2023\Informes TEC 2023 PDF\GF-EIM-IT-0023-2023---Esp. Tec. AA Chorotega-firmado.pdf,2023\Informes TEC 2023 PDF\GF-EIM-IT-0023-2023---Esp. Tec. AA Chorotega-firmado.pdf,1605601,1688058770.0,9647fb1b54597e840876a17d0ae7da8e9c022925a514cf64c4b5ed45df0ddea9,29,84991,"[2826, 3789, 3405, 3818, 3449, 3730, 3062, 3753, 3446, 3823, 3899, 4187, 3880, 3485, 3409, 3808, 3326, 2503, 2471, 1037, 2231, 2167, 2076, 3215, 1917, 469, 2059, 1786, 1874]",
2023,especificacion_compra_instalacion,True,GF-EIM-IT-0042-2023---Esp. Tec. AA Chorotega-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2023\Informes TEC 2023 PDF\GF-EIM-IT-0042-2023---Esp. Tec. AA Chorotega-firmado.pdf,2023\Informes TEC 2023 PDF\GF-EIM-IT-0042-2023---Esp. Tec. AA Chorotega-firmado.pdf,2045228,1694714374.0,407c861080f443cf0581ee6342af7a35fed9ccf2c8c4428af2800671e357aef6,31,91151,"[2824, 3726, 3405, 3802, 3683, 3444, 3125, 3087, 3431, 3442, 3556, 3814, 4024, 3997, 4065, 3147, 3885, 3859, 2943, 2054, 2687, 2700, 2207, 2076, 3215, 1917, 469, 2059, 1786, 1874, 758]",
2023,especificacion_compra_instalacion,True,GF-EIM-IT-0046-2023---Esp. Tec. AA Chorotega-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2023\Informes TEC 2023 PDF\GF-EIM-IT-0046-2023---Esp. Tec. AA Chorotega-firmado.pdf,2023\Informes TEC 2023 PDF\GF-EIM-IT-0046-2023---Esp. Tec. AA Chorotega-firmado.pdf,2366082,1696273901.0,0e90483da2bda7805e69b5afc828894e525e535893d667e95d96da827e591dbe,31,85355,"[3015, 3447, 3621, 3635, 3885, 3519, 3074, 3101, 3680, 3264, 3634, 3603, 4096, 4121, 3872, 3325, 3704, 3962, 3217, 2010, 2800, 2791, 2207, 2076, 3216, 1917, 469, 0, 0, 0, 0]",
2023,respuesta_inspeccion_recepcion,True,GF-EIM-RT-0010-2023---Inspección A.A. Norte-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2023\Recomendación TEC 2023 PDF\GF-EIM-RT-0010-2023---Inspección A.A. Norte-firmado.pdf,2023\Recomendación TEC 2023 PDF\GF-EIM-RT-0010-2023---Inspección A.A. Norte-firmado.pdf,555285,1684448444.0,39dd1fd7da213aaf05f3987b97c515908cc3c82f0edcd8b3b04c0853482db190,3,5494,"[2937, 1919, 628]",
2023,respuesta_inspeccion_recepcion,True,GF-EIM-RT-0011-2023---Recepción A.A. Norte-firmado.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2023\Recomendación TEC 2023 PDF\GF-EIM-RT-0011-2023---Recepción A.A. Norte-firmado.pdf,2023\Recomendación TEC 2023 PDF\GF-EIM-RT-0011-2023---Recepción A.A. Norte-firmado.pdf,432897,1685734980.0,684ac853676cc5d80708384a14eb833797c4cff46c9358640990f18145d01c8d,3,4856,"[2926, 1323, 593]",
2022,especificacion_mantenimiento,False,GF-EIM-IT-0007-2022---Esp Téc Mante AA Central 2022.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2022\Informes TEC 2022 PDF\GF-EIM-IT-0007-2022---Esp Téc Mante AA Central 2022.pdf,2022\Informes TEC 2022 PDF\GF-EIM-IT-0007-2022---Esp Téc Mante AA Central 2022.pdf,705928,1647365658.0,ff0b6a67431b1cad1339967515a7121e113a941188ec632d3ea126741232b709,27,78090,"[2180, 3506, 3216, 3241, 3899, 3951, 3993, 4125, 3393, 3504, 3451, 3561, 3816, 3329, 2578, 1966, 2160, 701, 2633, 882, 3757, 2786, 1441, 2834, 1719, 3359, 1740]",
2022,instalacion,False,GF-EIM-IT-0009-2022-Instalación AA SICERE.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2022\Informes TEC 2022 PDF\GF-EIM-IT-0009-2022-Instalación AA SICERE.pdf,2022\Informes TEC 2022 PDF\GF-EIM-IT-0009-2022-Instalación AA SICERE.pdf,578933,1648479302.0,b28d646e9e194d7d7f9143d12bc03e151c5babb071ecb0da7eaa6b524d225f2b,15,44796,"[2019, 3249, 3659, 3819, 3845, 3784, 4073, 3744, 3592, 3707, 2478, 1990, 2168, 2090, 522]",
2022,mantenimiento_reparacion,False,GF-EIM-IT-0019-2022-Mantenimiento de Emergencia AA Ciudad Colón.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2022\Informes TEC 2022 PDF\GF-EIM-IT-0019-2022-Mantenimiento de Emergencia AA Ciudad Colón.pdf,2022\Informes TEC 2022 PDF\GF-EIM-IT-0019-2022-Mantenimiento de Emergencia AA Ciudad Colón.pdf,345890,1653329871.0,1c6606bf597417580afe25113f5fefef8ac3e63e15c8319f7f927e5a6f0eb2e1,12,32037,"[1894, 2663, 3845, 3721, 2906, 2848, 1807, 4088, 2556, 1277, 2825, 1538]",
2022,instalacion,False,GF-EIM-IT-0033-2022-Instalación AA SICERE.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2022\Informes TEC 2022 PDF\GF-EIM-IT-0033-2022-Instalación AA SICERE.pdf,2022\Informes TEC 2022 PDF\GF-EIM-IT-0033-2022-Instalación AA SICERE.pdf,725346,1659107490.0,964529bb84f2b247bd309391cffc7f190d3bff7a32d56dd16893d0aca57a4080,18,49961,"[2910, 3595, 3771, 3651, 3699, 4119, 3737, 4011, 3501, 2868, 2710, 1218, 2132, 2114, 519, 3163, 1720, 469]",
2022,especificacion_mantenimiento,False,GF-EIM-IT-0038-2022-Esp Téc Mante AA Central 2022-30-08-2022.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2022\Informes TEC 2022 PDF\GF-EIM-IT-0038-2022-Esp Téc Mante AA Central 2022-30-08-2022.pdf,2022\Informes TEC 2022 PDF\GF-EIM-IT-0038-2022-Esp Téc Mante AA Central 2022-30-08-2022.pdf,627950,1661898300.0,b7b98f713fcf7cd0ed216069bcf0159c7cd843f2467f5f884fbb0ce6bd5cf129,28,80848,"[2324, 3219, 3198, 3562, 3471, 3822, 3615, 3990, 4031, 3672, 3508, 3419, 3852, 3802, 2874, 2884, 1614, 2130, 666, 2507, 1057, 3624, 2907, 1778, 2468, 1481, 3176, 1242]",
2022,especificacion_compra_instalacion,False,GF-EIM-IT-0045-2022---Esp. Téc. AA Norte.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2022\Informes TEC 2022 PDF\GF-EIM-IT-0045-2022---Esp. Téc. AA Norte.pdf,2022\Informes TEC 2022 PDF\GF-EIM-IT-0045-2022---Esp. Téc. AA Norte.pdf,928459,1666024095.0,f79d8f0f7523cbc7da7987c32337963fb1be507171bccce1c39a65e4d75a9318,24,68296,"[2750, 3383, 3679, 3778, 3159, 3268, 3135, 3726, 4007, 4042, 3790, 3583, 3390, 3855, 3356, 2439, 2162, 2132, 2114, 509, 378, 3204, 1918, 469]",
2021,especificacion_mantenimiento,False,GF-EIM-IT-0007-2021---Esp  Téc  Mante AA Central.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Informes TEC 2021 PDF\GF-EIM-IT-0007-2021---Esp  Téc  Mante AA Central.pdf,2021\Informes TEC 2021 PDF\GF-EIM-IT-0007-2021---Esp  Téc  Mante AA Central.pdf,637419,1614375525.0,b2b387f900004c23db255e0301cb75ccd535278abca3caa733e123248d5713c7,19,45352,"[1663, 2272, 2745, 2800, 2743, 3003, 2888, 2863, 3350, 3096, 2940, 2869, 2422, 2036, 2215, 1833, 404, 1665, 1280]",
2021,especificacion_mantenimiento,False,GF-EIM-IT-0020-2021---Esp  Téc  Mante AA Atlántico.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Informes TEC 2021 PDF\GF-EIM-IT-0020-2021---Esp  Téc  Mante AA Atlántico.pdf,2021\Informes TEC 2021 PDF\GF-EIM-IT-0020-2021---Esp  Téc  Mante AA Atlántico.pdf,687177,1622492685.0,a97a3708d926f6a6e89ea3306ac4f3fa0b7b4ec5249185b705bdbc2d98d01874,26,58173,"[1846, 1930, 1667, 2666, 2735, 2808, 3013, 2676, 2830, 3264, 3067, 2978, 2851, 2578, 1813, 2118, 759, 1835, 404, 1668, 1279, 3865, 2113, 1148, 1992, 1963]",
2021,instalacion,False,GF-EIM-IT-0024-2021-Instal. AA. Batán.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Informes TEC 2021 PDF\GF-EIM-IT-0024-2021-Instal. AA. Batán.pdf,2021\Informes TEC 2021 PDF\GF-EIM-IT-0024-2021-Instal. AA. Batán.pdf,436010,1626301264.0,0dc529dd6dbe2756ceb31c02b48861ddb8e7f40bf00bbefe73c953a1662ebdc6,10,32225,"[1865, 3307, 3123, 3217, 3583, 3731, 3677, 3658, 3245, 2768]",
2021,mantenimiento_reparacion,False,GF-EIM-IT-0028-2021-Reparación AA. Atenas.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Informes TEC 2021 PDF\GF-EIM-IT-0028-2021-Reparación AA. Atenas.pdf,2021\Informes TEC 2021 PDF\GF-EIM-IT-0028-2021-Reparación AA. Atenas.pdf,640221,1629729148.0,27607c16d21636ae340e1a37c8d418589031178914fa95407c79a11491f30331,11,32502,"[2077, 3408, 3603, 3433, 3505, 3838, 3616, 3531, 3430, 1508, 502]",
2021,especificacion_mantenimiento,False,GF-EIM-IT-0029-2021---Esp Téc Mante AA Chorotega 1401.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Informes TEC 2021 PDF\GF-EIM-IT-0029-2021---Esp Téc Mante AA Chorotega 1401.pdf,2021\Informes TEC 2021 PDF\GF-EIM-IT-0029-2021---Esp Téc Mante AA Chorotega 1401.pdf,694883,1629740952.0,82a69360b5b466e7295e9f4a1ab496204e584e0b0887fd241e306016fbb4f6e3,27,65210,"[1649, 2776, 2737, 2360, 3197, 3025, 2881, 3116, 3309, 3026, 2900, 2663, 2854, 3005, 3036, 2168, 1943, 2035, 1831, 404, 1656, 1277, 3850, 2108, 1148, 1988, 1964]",
2021,mantenimiento_reparacion,False,GF-EIM-IT-0036-2021-Reparación AA. Atenas - 2º opción.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Informes TEC 2021 PDF\GF-EIM-IT-0036-2021-Reparación AA. Atenas - 2º opción.pdf,2021\Informes TEC 2021 PDF\GF-EIM-IT-0036-2021-Reparación AA. Atenas - 2º opción.pdf,738304,1636047930.0,d205ef6417d3c722f03f9c24105b4681c48a2566f72124daa919528b31803411,12,33018,"[1854, 3478, 2903, 3375, 3650, 3729, 3675, 3655, 3241, 2712, 350, 343]",
2021,aclaracion_modificacion,False,GF-EIM-N-0007-2021-Ampliación A.A. Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Notas 2021 PDF\GF-EIM-N-0007-2021-Ampliación A.A. Atlántica.pdf,2021\Notas 2021 PDF\GF-EIM-N-0007-2021-Ampliación A.A. Atlántica.pdf,146105,1615916397.0,eb94a2fd244fc0a40cd74f2da635bd0b9159cd154c61f3a7590653ff234e9d72,2,3432,"[2124, 1299]",
2021,aclaracion_modificacion,False,GF-EIM-N-0008-2021-Ampliación A.A. Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Notas 2021 PDF\GF-EIM-N-0008-2021-Ampliación A.A. Atlántica.pdf,2021\Notas 2021 PDF\GF-EIM-N-0008-2021-Ampliación A.A. Atlántica.pdf,145576,1616169091.0,ac3fa954a9e0d871d33523832c4b28d94f2af0475b43113105a85c2a6847f598,2,3423,"[2116, 1298]",
2021,aclaracion_modificacion,False,GF-EIM-N-0009-2021-Ampliación A.A. Equipos.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Notas 2021 PDF\GF-EIM-N-0009-2021-Ampliación A.A. Equipos.pdf,2021\Notas 2021 PDF\GF-EIM-N-0009-2021-Ampliación A.A. Equipos.pdf,141038,1616510802.0,53ec617e14c782e71a608c3e569b1119275dba4fc8c8d4dc76b890aad98b787e,1,2148,[2145],
2021,aclaracion_modificacion,False,GF-EIM-N-0024-2021- Nota Aclaratoria Mante AA Chorotega.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Notas 2021 PDF\GF-EIM-N-0024-2021- Nota Aclaratoria Mante AA Chorotega.pdf,2021\Notas 2021 PDF\GF-EIM-N-0024-2021- Nota Aclaratoria Mante AA Chorotega.pdf,196202,1633728290.0,c169a5593d02ce74f06add858375f2fac23f243616b613f599ec0f878cb2df31,2,3723,"[2284, 1430]",
2021,mantenimiento_reparacion,False,GF-EIM-RT-0005-2021-Mante Aires Acondicionados Chorotega.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Recomendación TEC 2021 PDF\GF-EIM-RT-0005-2021-Mante Aires Acondicionados Chorotega.pdf,2021\Recomendación TEC 2021 PDF\GF-EIM-RT-0005-2021-Mante Aires Acondicionados Chorotega.pdf,261113,1635870525.0,f96420e5c06b32611bacdfc9115c6610a539d89d09c360b4737b95d2bfa845b8,2,3446,"[2683, 753]",
2021,mantenimiento_reparacion,False,GF-EIM-RT-0007-2021-Mante Aires Acondicionados Chorotega - Evaluación.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Recomendación TEC 2021 PDF\GF-EIM-RT-0007-2021-Mante Aires Acondicionados Chorotega - Evaluación.pdf,2021\Recomendación TEC 2021 PDF\GF-EIM-RT-0007-2021-Mante Aires Acondicionados Chorotega - Evaluación.pdf,433927,1637171568.0,91637616b905693e54571959d9750f3a4a79a7d90198313063b6057219e4bf81,4,6018,"[2170, 1635, 346, 1839]",
2021,instalacion,False,GF-EIM-RT-0008-2021-Tuberías A.A. Atenas.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2021\Recomendación TEC 2021 PDF\GF-EIM-RT-0008-2021-Tuberías A.A. Atenas.pdf,2021\Recomendación TEC 2021 PDF\GF-EIM-RT-0008-2021-Tuberías A.A. Atenas.pdf,241984,1637346484.0,92d44bfb1352a1975be9595e9cb7c7055435e53d8fd6064a5f186ead3225793d,1,1775,[1770],
2020,respuesta_inspeccion_recepcion,False,Acta de Recepción- A.A. 27 de Abril.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\07 ACTAS\Acta de Recepción- A.A. 27 de Abril.pdf,2020\07 ACTAS\Acta de Recepción- A.A. 27 de Abril.pdf,717166,1605588498.0,063ab7dd701eedd0cddbab2870944561b2f2ce4d0306b5f6aa8889c693e85d49,1,0,[0],
2020,respuesta_inspeccion_recepcion,False,Acta de Recepción- A.A. Limón.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\07 ACTAS\Acta de Recepción- A.A. Limón.pdf,2020\07 ACTAS\Acta de Recepción- A.A. Limón.pdf,700113,1605560867.0,6238b8caf62fdf75d507f6a4e30307e6f8d72b6f90e96b9549961ea0c75f0fb9,1,0,[0],
2020,respuesta_inspeccion_recepcion,False,Acta de Recepción- A.A. Puntarenas.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\07 ACTAS\Acta de Recepción- A.A. Puntarenas.pdf,2020\07 ACTAS\Acta de Recepción- A.A. Puntarenas.pdf,834838,1605560926.0,27ece754278a007a167899893b0718e96e251bf1e2052db12630610916126178,1,0,[0],
2020,respuesta_inspeccion_recepcion,False,Acta de Recepción- A.A. Río Frío.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\07 ACTAS\Acta de Recepción- A.A. Río Frío.pdf,2020\07 ACTAS\Acta de Recepción- A.A. Río Frío.pdf,666128,1605561007.0,1a70afdbe450f9e323b33ad36003f69d34d0341db69a01ad66f79352d6f857a5,1,0,[0],
2020,respuesta_inspeccion_recepcion,False,Acta de Recepción- A.A. Santa Cruz.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\07 ACTAS\Acta de Recepción- A.A. Santa Cruz.pdf,2020\07 ACTAS\Acta de Recepción- A.A. Santa Cruz.pdf,718773,1605560411.0,1ce5537350f61441b0f9da35ec01328568dd77cb521dc99d1a36ef3bafed44f0,1,0,[0],
2020,respuesta_inspeccion_recepcion,False,Acta de Recepción- A.A. Siquirres.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\07 ACTAS\Acta de Recepción- A.A. Siquirres.pdf,2020\07 ACTAS\Acta de Recepción- A.A. Siquirres.pdf,786021,1605560721.0,25745e48f21a618cce2f650e3d887bd69dabc8b700eb8dd9c7c8c07860b5f8d8,1,0,[0],
2020,respuesta_inspeccion_recepcion,False,Actas Recepción A.A. 2020LA-000001-1401.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\07 ACTAS\Actas Recepción A.A. 2020LA-000001-1401.pdf,2020\07 ACTAS\Actas Recepción A.A. 2020LA-000001-1401.pdf,397008,1600187940.0,ebb01c9be60fb4048ee35471c31cfad34054ea4cc987bbd3835878400316bac0,6,10,"[0, 0, 0, 0, 0, 0]",
2020,aclaracion_modificacion,False,EIM-GF-002-2020-N---Ampliación de Aires Acondicionados Atlantica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\04 DOCUMENTOS PDF 2020\NOTAS PDF 2020\EIM-GF-002-2020-N---Ampliación de Aires Acondicionados Atlantica.pdf,2020\04 DOCUMENTOS PDF 2020\NOTAS PDF 2020\EIM-GF-002-2020-N---Ampliación de Aires Acondicionados Atlantica.pdf,220135,1582209998.0,8e6e9a86d6591ccd67dc3a8babb5fbafa0d08107c447166f93528dcd2207dff8,1,1875,[1871],
2020,especificacion_compra_instalacion,False,EIM-GF-011-2020-IT---Esp. Téc. AA Chorotega.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\04 DOCUMENTOS PDF 2020\INFORMES PDF 2020\EIM-GF-011-2020-IT---Esp. Téc. AA Chorotega.pdf,2020\04 DOCUMENTOS PDF 2020\INFORMES PDF 2020\EIM-GF-011-2020-IT---Esp. Téc. AA Chorotega.pdf,579670,1585144525.0,094460a5e4ca9c74fb065311f39fffc9211d1135c0e3cd99a1301ca1f002cea8,28,79789,"[802, 2864, 2462, 3566, 3440, 3370, 3003, 2728, 2995, 3199, 2705, 3656, 3506, 3120, 3148, 3313, 3189, 3020, 3057, 3747, 3377, 3615, 3334, 2610, 1915, 509, 1723, 1464]",
2020,respuesta_inspeccion_recepcion,False,GF-EIM-IT-0023-2020-RECEPCIÓN INST. AA Atlántica.pdf,C:\Users\marco\OneDrive - Caja Costarricense de Seguro Social\EIMGF\2020\04 DOCUMENTOS PDF 2020\INFORMES PDF 2020\GF-EIM-IT-0023-2020-RECEPCIÓN INST. AA Atlántica.pdf,2020\04 DOCUMENTOS PDF 2020\INFORMES PDF 2020\GF-EIM-IT-0023-2020-RECEPCIÓN INST. AA Atlántica.pdf,322522,1590089520.0,a398374554d42737b1b5f572a648255d56e3a7a47709808c1b59a0f2de4a01d2,4,5236,"[667, 2525, 802, 1213]",
